ano;periodo;estudante;disciplina;ch;tipo;anp;aulas;faltas;justificadas;percentual;nb1;nb2;ms1;nr1;mr1;nb3;nb4;ms2;nr2;mr2;ma;nef;mf;resultado;resultado_ano;situacao_atual
2019;1;DA0396E0;SOCIOLOGIA;40;RG;-;40;-;-;0;40;80;60;-;60;73;90;82;-;82;71;-;71;AP;Aprovado;Transferido Externo
2020;2;DA0396E0;BIOLOGIA;80;RG;70;10;4;-;40;18;3;11;NC;11;-;-;-;-;-;6;-;4;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;68;12;4;-;33,3;-;-;-;80;80;3;-;2;90;90;85;-;85;AP;Reprovado;Transferido Externo
2020;2;DA0396E0;EDUCAÇÃO FÍSICA;80;RG;70;10;4;-;40;17;-;9;20;20;-;-;-;-;-;10;-;6;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;FILOSOFIA;40;RG;36;4;-;-;0;10;10;10;60;60;-;-;-;-;-;30;-;18;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;FÍSICA;80;RG;64;16;2;-;12,5;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;GEOGRAFIA;80;RG;71;10;6;-;60;45;45;45;0;45;-;-;-;0;-;23;-;14;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;HISTÓRIA;80;RG;80;-;-;-;0;10;-;5;NC;5;10;-;5;0;5;5;0;3;RT;Reprovado;Transferido Externo
2020;3;DA0396E0;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;72;8;-;-;0;30;-;15;NC;15;-;-;-;-;-;8;-;5;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;28;10;2;-;20;43;57;50;NC;50;4;10;7;NC;7;29;NC;17;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;34;6;1;-;16,7;38;18;28;0;28;-;-;-;-;-;14;-;8;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;120;-;-;-;0;18;18;18;0;18;16;-;8;NC;8;13;NC;8;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;MATEMÁTICA;120;RG;106;14;5;-;35,7;72;-;36;NC;36;-;-;-;-;-;18;-;11;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;MECÂNICA TÉCNICA;40;RG;35;5;1;-;20;11;-;6;NC;6;-;-;-;-;-;3;-;2;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;MÁQUINAS ELÉTRICAS;80;RG;72;8;-;-;0;80;-;40;NC;40;-;-;-;-;-;20;-;12;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;33;7;3;-;42,9;25;-;13;NC;13;-;-;-;-;-;7;-;4;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;QUÍMICA;80;RG;80;-;-;-;0;10;-;5;NC;5;-;-;-;-;-;3;-;2;RT;Reprovado;Transferido Externo
2020;2;DA0396E0;SOCIOLOGIA;40;RG;32;8;1;-;12,5;40;40;40;NC;40;16;16;16;0;16;28;0;17;RT;Reprovado;Transferido Externo
2019;1;9C8EF3F0;ARTE;80;RG;8;72;4;-;5,6;79;78;79;-;79;93;54;74;-;74;77;-;77;AP;Aprovado;Formado
2019;1;9C8EF3F0;BIOLOGIA;80;RG;9;74;4;-;5,4;76;86;81;-;81;77;74;76;-;76;79;-;79;AP;Aprovado;Formado
2019;1;9C8EF3F0;DESENHO TÉCNICO;80;RG;8;74;4;-;5,4;50;55;53;60;60;73;76;75;-;75;68;-;68;AP;Aprovado;Formado
2019;1;9C8EF3F0;EDUCAÇÃO FÍSICA;80;RG;-;82;-;-;0;61;71;66;-;66;75;70;73;-;73;70;-;70;AP;Aprovado;Formado
2019;1;9C8EF3F0;ELETRICIDADE;80;RG;8;72;-;-;0;67;69;68;-;68;72;75;74;-;74;71;-;71;AP;Aprovado;Formado
2019;1;9C8EF3F0;ELETRÔNICA;80;RG;2;78;6;-;7,7;81;65;73;-;73;80;75;78;-;78;76;-;76;AP;Aprovado;Formado
2019;1;9C8EF3F0;FILOSOFIA;40;RG;-;41;2;-;4,9;62;71;67;-;67;97;87;92;-;92;80;-;80;AP;Aprovado;Formado
2019;1;9C8EF3F0;FÍSICA;80;RG;10;70;2;-;2,9;62;58;60;-;60;79;70;75;-;75;68;-;68;AP;Aprovado;Formado
2019;1;9C8EF3F0;GEOGRAFIA;80;RG;7;74;2;-;2,7;74;85;80;-;80;70;60;65;-;65;73;-;73;AP;Aprovado;Formado
2019;1;9C8EF3F0;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;10;70;2;-;2,9;85;84;85;-;85;87;79;83;-;83;84;-;84;AP;Aprovado;Formado
2019;1;9C8EF3F0;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;7;114;1;-;0,9;62;61;62;-;62;92;68;80;-;80;71;-;71;AP;Aprovado;Formado
2019;1;9C8EF3F0;MATEMÁTICA;120;RG;12;97;-;-;0;80;70;75;-;75;65;80;73;-;73;74;-;74;AP;Aprovado;Formado
2019;1;9C8EF3F0;METROLOGIA;80;RG;6;76;2;-;2,6;64;73;69;-;69;73;82;78;-;78;74;-;74;AP;Aprovado;Formado
2019;1;9C8EF3F0;PROCESSOS DE FABRICAÇÃO;80;RG;6;75;-;-;0;73;70;72;-;72;93;66;80;-;80;76;-;76;AP;Aprovado;Formado
2019;1;9C8EF3F0;QUÍMICA;80;RG;10;74;-;-;0;70;81;76;-;76;85;57;71;-;71;74;-;74;AP;Aprovado;Formado
2019;1;9C8EF3F0;SOCIOLOGIA;40;RG;-;40;2;-;5;70;90;80;-;80;85;85;85;-;85;83;-;83;AP;Aprovado;Formado
2020;2;9C8EF3F0;BIOLOGIA;80;RG;70;10;-;-;0;90;90;90;-;90;83;83;83;-;83;87;-;87;AP;Aprovado;Formado
2020;2;9C8EF3F0;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;68;12;2;-;16,7;49;42;46;50;50;43;67;55;90;90;70;-;70;AP;Aprovado;Formado
2020;2;9C8EF3F0;EDUCAÇÃO FÍSICA;80;RG;70;10;-;-;0;96;46;71;-;71;64;64;64;-;64;68;-;68;AP;Aprovado;Formado
2020;2;9C8EF3F0;FILOSOFIA;40;RG;36;4;-;-;0;74;74;74;-;74;100;100;100;-;100;87;-;87;AP;Aprovado;Formado
2020;2;9C8EF3F0;FÍSICA;80;RG;64;16;-;-;0;80;80;80;-;80;80;80;80;-;80;80;-;80;AP;Aprovado;Formado
2020;2;9C8EF3F0;GEOGRAFIA;80;RG;71;10;2;-;20;78;78;78;-;78;60;60;60;-;60;69;0;69;AP;Aprovado;Formado
2020;2;9C8EF3F0;HISTÓRIA;80;RG;80;-;-;-;0;85;60;73;-;73;85;60;73;-;73;73;-;73;AP;Aprovado;Formado
2020;3;9C8EF3F0;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;72;8;-;-;0;73;54;64;-;64;95;95;95;-;95;80;-;80;AP;Aprovado;Formado
2020;2;9C8EF3F0;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;28;10;-;-;0;87;79;83;-;83;78;70;74;-;74;79;-;79;AP;Aprovado;Formado
2020;2;9C8EF3F0;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;34;6;-;-;0;87;69;78;-;78;65;83;74;-;74;76;-;76;AP;Aprovado;Formado
2020;2;9C8EF3F0;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;120;-;-;-;0;57;57;57;80;80;85;38;62;-;62;71;-;71;AP;Aprovado;Formado
2020;2;9C8EF3F0;MATEMÁTICA;120;RG;106;14;2;-;14,3;70;92;81;-;81;40;80;60;-;60;71;-;71;AP;Aprovado;Formado
2020;2;9C8EF3F0;MECÂNICA TÉCNICA;40;RG;35;5;-;-;0;64;80;72;-;72;35;53;44;80;80;76;-;76;AP;Aprovado;Formado
2020;2;9C8EF3F0;MÁQUINAS ELÉTRICAS;80;RG;72;8;-;-;0;100;30;65;-;65;95;53;74;-;74;70;-;70;AP;Aprovado;Formado
2020;2;9C8EF3F0;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;33;7;3;-;42,9;100;80;90;-;90;81;-;41;NC;41;66;-;66;AP;Aprovado;Formado
2020;2;9C8EF3F0;QUÍMICA;80;RG;80;-;-;-;0;71;90;81;-;81;80;80;80;-;80;81;-;81;AP;Aprovado;Formado
2020;2;9C8EF3F0;SOCIOLOGIA;40;RG;32;8;-;-;0;70;70;70;-;70;58;69;64;-;64;67;-;67;AP;Aprovado;Formado
2019;1;DBA533A1;ARTE;80;RG;8;72;2;-;2,8;60;63;62;-;62;73;96;85;-;85;74;-;74;AP;Aprovado;Matriculado
2019;1;DBA533A1;BIOLOGIA;80;RG;9;74;2;-;2,7;50;84;67;-;67;64;81;73;-;73;70;-;70;AP;Aprovado;Matriculado
2019;1;DBA533A1;DESENHO TÉCNICO;80;RG;8;74;2;-;2,7;65;65;65;-;65;89;100;95;-;95;80;-;80;AP;Aprovado;Matriculado
2019;1;DBA533A1;EDUCAÇÃO FÍSICA;80;RG;-;82;2;-;2,4;33;69;51;NC;51;75;95;85;-;85;68;-;68;AP;Aprovado;Matriculado
2019;1;DBA533A1;ELETRICIDADE;80;RG;8;72;-;-;0;68;85;77;-;77;77;73;75;-;75;76;-;76;AP;Aprovado;Matriculado
2019;1;DBA533A1;ELETRÔNICA;80;RG;2;78;-;-;0;85;75;80;-;80;65;81;73;-;73;77;-;77;AP;Aprovado;Matriculado
2019;1;DBA533A1;FILOSOFIA;40;RG;-;41;2;-;4,9;81;71;76;-;76;63;94;79;-;79;78;-;78;AP;Aprovado;Matriculado
2019;1;DBA533A1;FÍSICA;80;RG;10;70;-;-;0;72;78;75;-;75;80;89;85;-;85;80;-;80;AP;Aprovado;Matriculado
2019;1;DBA533A1;GEOGRAFIA;80;RG;7;74;2;-;2,7;78;73;76;-;76;32;69;51;NC;51;64;-;64;AP;Aprovado;Matriculado
2019;1;DBA533A1;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;10;70;-;-;0;53;66;60;-;60;53;71;62;-;62;61;-;61;AP;Aprovado;Matriculado
2019;1;DBA533A1;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;7;114;3;-;2,6;61;57;59;NC;59;70;75;73;-;73;66;-;66;AP;Aprovado;Matriculado
2019;1;DBA533A1;MATEMÁTICA;120;RG;12;97;1;-;1;55;94;75;-;75;77;77;77;-;77;76;-;76;AP;Aprovado;Matriculado
2019;1;DBA533A1;METROLOGIA;80;RG;6;76;1;-;1,3;81;81;81;-;81;79;35;57;60;60;71;-;71;AP;Aprovado;Matriculado
2019;1;DBA533A1;PROCESSOS DE FABRICAÇÃO;80;RG;6;75;-;-;0;91;83;87;-;87;89;76;83;-;83;85;-;85;AP;Aprovado;Matriculado
2019;1;DBA533A1;QUÍMICA;80;RG;10;74;-;-;0;82;79;81;-;81;72;48;60;-;60;71;-;71;AP;Aprovado;Matriculado
2019;1;DBA533A1;SOCIOLOGIA;40;RG;-;40;5;-;12,5;80;85;83;-;83;85;85;85;-;85;84;-;84;AP;Aprovado;Matriculado
2020;2;DBA533A1;BIOLOGIA;80;RG;70;10;1;-;10;20;20;20;NC;20;2;2;2;NC;2;11;NC;7;RT;Reprovado;Matriculado
2020;2;DBA533A1;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;68;12;-;-;0;47;29;38;NC;38;10;-;5;NC;5;22;NC;13;RT;Reprovado;Matriculado
2020;2;DBA533A1;EDUCAÇÃO FÍSICA;80;RG;70;10;-;-;0;48;20;34;NC;34;-;-;-;-;-;17;-;10;RT;Reprovado;Matriculado
2020;2;DBA533A1;FILOSOFIA;40;RG;36;4;-;-;0;24;24;24;80;80;-;-;-;-;-;40;-;24;RT;Reprovado;Matriculado
2020;2;DBA533A1;FÍSICA;80;RG;64;16;-;-;0;60;60;60;-;60;-;-;-;-;-;30;-;18;RT;Reprovado;Matriculado
2020;2;DBA533A1;GEOGRAFIA;80;RG;71;10;2;-;20;35;35;35;0;35;-;-;-;0;-;18;0;11;RT;Reprovado;Matriculado
2020;2;DBA533A1;HISTÓRIA;80;RG;80;-;-;-;0;10;-;5;NC;5;10;-;5;0;5;5;0;3;RT;Reprovado;Matriculado
2020;3;DBA533A1;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;72;8;-;-;0;30;-;15;NC;15;-;-;-;-;-;8;-;5;RT;Reprovado;Matriculado
2020;2;DBA533A1;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;28;10;-;-;0;24;23;24;NC;24;-;10;5;NC;5;15;NC;9;RT;Reprovado;Matriculado
2020;2;DBA533A1;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;34;6;-;-;0;25;-;13;33;33;-;-;-;-;-;17;-;10;RT;Reprovado;Matriculado
2020;2;DBA533A1;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;120;-;-;-;0;-;-;-;0;-;-;-;-;-;-;-;-;-;RT;Reprovado;Matriculado
2020;2;DBA533A1;MATEMÁTICA;120;RG;106;14;2;-;14,3;65;16;41;NC;41;-;-;-;-;-;21;-;13;RT;Reprovado;Matriculado
2020;2;DBA533A1;MECÂNICA TÉCNICA;40;RG;35;5;-;-;0;66;-;33;NC;33;53;-;27;NC;27;30;NC;18;RT;Reprovado;Matriculado
2020;2;DBA533A1;MÁQUINAS ELÉTRICAS;80;RG;72;8;-;-;0;89;-;45;NC;45;-;-;-;-;-;23;-;14;RT;Reprovado;Matriculado
2020;2;DBA533A1;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;33;7;3;-;42,9;70;70;70;-;70;-;-;-;-;-;35;-;21;RT;Reprovado;Matriculado
2020;2;DBA533A1;QUÍMICA;80;RG;80;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Matriculado
2020;2;DBA533A1;SOCIOLOGIA;40;RG;32;8;-;-;0;15;15;15;NC;15;-;-;-;0;-;8;0;5;RT;Reprovado;Matriculado
2019;1;D1360E42;ARTE;80;RG;8;72;0;2;0;77;78;78;-;78;65;83;74;-;74;76;-;76;AP;Aprovado;Formado
2019;1;D1360E42;BIOLOGIA;80;RG;9;71;5;2;7;71;62;67;-;67;66;66;66;-;66;67;-;67;AP;Aprovado;Formado
2019;1;D1360E42;DESENHO TÉCNICO;80;RG;15;70;0;2;0;70;68;69;-;69;44;77;61;-;61;65;-;65;AP;Aprovado;Formado
2019;1;D1360E42;EDUCAÇÃO FÍSICA;80;RG;-;85;4;-;4,7;60;75;68;-;68;75;93;84;-;84;76;-;76;AP;Aprovado;Formado
2019;1;D1360E42;ELETRICIDADE;80;RG;4;76;3;2;3,9;65;83;74;-;74;75;46;61;-;61;68;-;68;AP;Aprovado;Formado
2019;1;D1360E42;ELETRÔNICA;80;RG;2;80;8;-;10;98;60;79;-;79;67;64;66;-;66;73;-;73;AP;Aprovado;Formado
2019;1;D1360E42;FILOSOFIA;40;RG;-;42;8;-;19;69;65;67;-;67;96;53;75;-;75;71;-;71;AP;Aprovado;Formado
2019;1;D1360E42;FÍSICA;80;RG;6;74;4;-;5,4;45;75;60;-;60;75;77;76;-;76;68;-;68;AP;Aprovado;Formado
2019;1;D1360E42;GEOGRAFIA;80;RG;4;76;6;-;7,9;62;72;67;-;67;73;61;67;-;67;67;-;67;AP;Aprovado;Formado
2019;1;D1360E42;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;10;70;3;-;4,3;65;67;66;-;66;68;69;69;-;69;68;-;68;AP;Aprovado;Formado
2019;1;D1360E42;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;11;109;6;-;5,5;78;74;76;-;76;62;77;70;-;70;73;-;73;AP;Aprovado;Formado
2019;1;D1360E42;MATEMÁTICA;120;RG;16;118;7;2;5,9;32;72;52;81;81;62;70;66;-;66;74;-;74;AP;Aprovado;Formado
2019;1;D1360E42;METROLOGIA;80;RG;13;67;6;-;9;68;71;70;-;70;75;78;77;-;77;74;-;74;AP;Aprovado;Formado
2019;1;D1360E42;PROCESSOS DE FABRICAÇÃO;80;RG;10;73;4;2;5,5;70;66;68;-;68;76;74;75;-;75;72;-;72;AP;Aprovado;Formado
2019;1;D1360E42;QUÍMICA;80;RG;6;74;0;2;0;83;78;81;-;81;69;57;63;-;63;72;-;72;AP;Aprovado;Formado
2019;1;D1360E42;SOCIOLOGIA;40;RG;4;39;6;-;15,4;95;90;93;-;93;88;75;82;-;82;88;-;88;AP;Aprovado;Formado
2020;2;D1360E42;BIOLOGIA;80;RG;70;10;-;-;0;67;72;70;-;70;89;89;89;-;89;80;-;80;AP;Aprovado;Formado
2020;2;D1360E42;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;71;9;-;-;0;97;93;95;-;95;92;64;78;-;78;87;-;87;AP;Aprovado;Formado
2020;2;D1360E42;EDUCAÇÃO FÍSICA;80;RG;72;8;-;-;0;93;76;85;-;85;75;75;75;-;75;80;-;80;AP;Aprovado;Formado
2020;2;D1360E42;FILOSOFIA;40;RG;34;6;1;-;16,7;88;88;88;-;88;60;60;60;-;60;74;-;74;AP;Aprovado;Formado
2020;2;D1360E42;FÍSICA;80;RG;71;9;-;-;0;80;80;80;-;80;80;80;80;-;80;80;-;80;AP;Aprovado;Formado
2020;2;D1360E42;GEOGRAFIA;80;RG;70;10;2;-;20;61;61;61;-;61;94;94;94;-;94;78;-;78;AP;Aprovado;Formado
2020;2;D1360E42;HISTÓRIA;80;RG;80;-;-;-;0;100;80;90;-;90;100;80;90;-;90;90;-;90;AP;Aprovado;Formado
2020;3;D1360E42;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;76;4;-;-;0;95;72;84;-;84;90;87;89;-;89;87;-;87;AP;Aprovado;Formado
2020;2;D1360E42;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;26;12;1;-;8,3;97;86;92;-;92;100;10;55;NC;55;74;-;74;AP;Aprovado;Formado
2020;2;D1360E42;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;27;13;-;-;0;53;57;55;83;83;62;62;62;-;62;73;-;73;AP;Aprovado;Formado
2020;2;D1360E42;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;120;3;3;-;100;76;76;76;-;76;94;95;95;-;95;86;-;86;AP;Aprovado;Formado
2020;2;D1360E42;MATEMÁTICA;120;RG;108;12;-;-;0;98;75;87;-;87;80;-;40;NC;40;64;-;64;AP;Aprovado;Formado
2020;2;D1360E42;MECÂNICA TÉCNICA;40;RG;36;4;-;-;0;89;70;80;-;80;64;67;66;-;66;73;-;73;AP;Aprovado;Formado
2020;2;D1360E42;MÁQUINAS ELÉTRICAS;80;RG;72;8;2;-;25;90;72;81;-;81;90;86;88;-;88;85;-;85;AP;Aprovado;Formado
2020;2;D1360E42;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;31;9;4;-;44,4;80;79;80;-;80;97;-;49;NC;49;65;-;65;AP;Aprovado;Formado
2020;2;D1360E42;QUÍMICA;80;RG;80;-;-;-;0;85;100;93;-;93;92;78;85;-;85;89;-;89;AP;Aprovado;Formado
2020;2;D1360E42;SOCIOLOGIA;40;RG;33;7;-;-;0;88;88;88;-;88;84;79;82;-;82;85;-;85;AP;Aprovado;Formado
2019;1;854CA08D;ARTE;80;RG;8;72;4;-;5,6;71;80;76;-;76;80;80;80;-;80;78;-;78;AP;Aprovado;Transferido Externo
2019;1;854CA08D;BIOLOGIA;80;RG;9;74;-;-;0;69;88;79;-;79;78;70;74;-;74;77;-;77;AP;Aprovado;Transferido Externo
2019;1;854CA08D;DESENHO TÉCNICO;80;RG;8;74;2;-;2,7;75;88;82;-;82;90;61;76;-;76;79;-;79;AP;Aprovado;Transferido Externo
2019;1;854CA08D;EDUCAÇÃO FÍSICA;80;RG;-;82;2;-;2,4;60;67;64;-;64;60;95;78;-;78;71;-;71;AP;Aprovado;Transferido Externo
2019;1;854CA08D;ELETRICIDADE;80;RG;8;72;2;-;2,8;55;68;62;-;62;42;59;51;80;80;71;-;71;AP;Aprovado;Transferido Externo
2019;1;854CA08D;ELETRÔNICA;80;RG;2;78;8;-;10,3;74;65;70;-;70;68;68;68;-;68;69;-;69;AP;Aprovado;Transferido Externo
2019;1;854CA08D;FILOSOFIA;40;RG;-;41;2;-;4,9;85;82;84;-;84;100;89;95;-;95;90;-;90;AP;Aprovado;Transferido Externo
2019;1;854CA08D;FÍSICA;80;RG;10;70;2;-;2,9;64;65;65;-;65;85;63;74;-;74;70;-;70;AP;Aprovado;Transferido Externo
2019;1;854CA08D;GEOGRAFIA;80;RG;7;74;4;-;5,4;76;90;83;-;83;73;68;71;-;71;77;-;77;AP;Aprovado;Transferido Externo
2019;1;854CA08D;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;10;70;2;-;2,9;49;75;62;-;62;63;65;64;-;64;63;-;63;AP;Aprovado;Transferido Externo
2019;1;854CA08D;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;7;114;4;-;3,5;81;65;73;-;73;92;82;87;-;87;80;-;80;AP;Aprovado;Transferido Externo
2019;1;854CA08D;MATEMÁTICA;120;RG;12;97;2;-;2,1;61;81;71;-;71;84;73;79;-;79;75;-;75;AP;Aprovado;Transferido Externo
2019;1;854CA08D;METROLOGIA;80;RG;6;76;10;-;13,2;80;68;74;-;74;70;86;78;-;78;76;-;76;AP;Aprovado;Transferido Externo
2019;1;854CA08D;PROCESSOS DE FABRICAÇÃO;80;RG;6;75;2;-;2,7;87;71;79;-;79;100;86;93;-;93;86;-;86;AP;Aprovado;Transferido Externo
2019;1;854CA08D;QUÍMICA;80;RG;10;74;2;-;2,7;74;75;75;-;75;84;72;78;-;78;77;-;77;AP;Aprovado;Transferido Externo
2019;1;854CA08D;SOCIOLOGIA;40;RG;-;40;4;-;10;95;90;93;-;93;88;78;83;-;83;88;-;88;AP;Aprovado;Transferido Externo
2020;2;854CA08D;BIOLOGIA;80;RG;70;10;4;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;68;12;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;EDUCAÇÃO FÍSICA;80;RG;70;10;-;-;0;47;-;24;NC;24;-;-;-;-;-;12;-;7;RT;Reprovado;Transferido Externo
2020;2;854CA08D;FILOSOFIA;40;RG;36;4;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;FÍSICA;80;RG;64;16;3;-;18,8;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;GEOGRAFIA;80;RG;71;10;4;-;40;-;-;-;0;-;-;-;-;0;-;-;0;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;HISTÓRIA;80;RG;80;-;-;-;0;-;-;-;-;-;-;-;-;0;-;-;0;-;RT;Reprovado;Transferido Externo
2020;3;854CA08D;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;72;8;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;28;10;1;-;10;-;-;-;-;-;-;10;5;NC;5;3;NC;2;RT;Reprovado;Transferido Externo
2020;2;854CA08D;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;34;6;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;120;-;-;-;0;-;-;-;0;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;MATEMÁTICA;120;RG;106;14;2;-;14,3;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;MECÂNICA TÉCNICA;40;RG;35;5;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;MÁQUINAS ELÉTRICAS;80;RG;72;8;-;-;0;50;-;25;NC;25;-;-;-;-;-;13;-;8;RT;Reprovado;Transferido Externo
2020;2;854CA08D;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;33;7;3;-;42,9;15;-;8;NC;8;-;-;-;-;-;4;-;2;RT;Reprovado;Transferido Externo
2020;2;854CA08D;QUÍMICA;80;RG;80;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;RT;Reprovado;Transferido Externo
2020;2;854CA08D;SOCIOLOGIA;40;RG;32;8;-;-;0;-;-;-;-;-;-;-;-;0;-;-;0;-;RT;Reprovado;Transferido Externo
2019;1;775009B9;ARTE;80;TR;6;74;2;2;2,7;53;71;62;-;62;74;20;47;NC;47;55;58;56;AP;Reprovado;Transferido Externo
2019;1;775009B9;BIOLOGIA;80;TR;10;75;2;10;2,7;56;52;54;88;88;74;6;40;NC;40;64;-;64;AP;Reprovado;Transferido Externo
2019;1;775009B9;DESENHO TÉCNICO;80;TR;19;64;2;-;3,1;78;35;57;50;57;40;60;50;25;50;54;63;58;AP;Reprovado;Transferido Externo
2019;1;775009B9;EDUCAÇÃO FÍSICA;80;TR;4;78;2;9;2,6;33;50;42;50;50;60;65;63;-;63;57;NC;34;RT;Reprovado;Transferido Externo
2019;1;775009B9;ELETRICIDADE;80;TR;9;78;8;8;10,3;51;38;45;12;45;42;34;38;80;80;63;-;63;AP;Reprovado;Transferido Externo
2019;1;775009B9;ELETRÔNICA;80;TR;-;80;2;22;2,5;3;38;21;40;40;79;78;79;-;79;60;-;60;AP;Reprovado;Transferido Externo
2019;1;775009B9;FILOSOFIA;40;TR;-;40;10;-;25;90;80;85;-;85;65;10;38;0;38;62;-;62;AP;Reprovado;Transferido Externo
2019;1;775009B9;FÍSICA;80;TR;20;60;0;8;0;41;10;26;23;26;55;-;28;60;60;43;76;56;AP;Reprovado;Transferido Externo
2019;1;775009B9;GEOGRAFIA;80;TR;7;76;3;4;3,9;70;-;35;60;60;52;60;56;60;60;60;-;60;AP;Reprovado;Transferido Externo
2019;1;775009B9;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;TR;10;70;5;10;7,1;91;48;70;-;70;65;29;47;NC;47;59;84;69;AP;Reprovado;Transferido Externo
2019;1;775009B9;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;TR;19;102;16;10;15,7;36;30;33;61;61;18;24;21;69;69;65;-;65;AP;Reprovado;Transferido Externo
2019;1;775009B9;MATEMÁTICA;120;TR;9;120;13;14;10,8;29;22;26;62;62;33;15;24;16;24;43;73;55;AP;Reprovado;Transferido Externo
2019;1;775009B9;METROLOGIA;80;TR;6;77;0;12;0;69;73;71;-;71;45;60;53;70;70;71;-;71;AP;Reprovado;Transferido Externo
