ano;periodo;estudante;disciplina;ch;tipo;anp;aulas;faltas;justificadas;percentual;nb1;nb2;ms1;nr1;mr1;nb3;nb4;ms2;nr2;mr2;ma;nef;mf;resultado;resultado_ano;situacao_atual
2015;4;38C6FBA5;EMPREENDEDORISMO;40;RG;-;40;9;-;22,5;80;65;73;-;73;90;68;79;-;79;76;-;76;AP;Aprovado;Concluído
2015;4;38C6FBA5;ENSAIOS DE MATERIAIS;80;RG;-;80;5;-;6,2;75;70;73;-;73;80;79;80;-;80;77;-;77;AP;Aprovado;Concluído
2015;4;38C6FBA5;FILOSOFIA;40;RG;-;40;1;-;2,5;73;33;53;-;53;60;92;76;-;76;65;-;75;AP;Aprovado;Concluído
2015;4;38C6FBA5;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;94;-;-;0;95;80;88;-;88;75;80;78;-;78;83;-;83;AP;Aprovado;Concluído
2015;4;38C6FBA5;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;1;-;2,5;65;62;64;-;64;70;50;60;-;60;62;-;62;AP;Aprovado;Concluído
2015;4;38C6FBA5;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;16;-;20;47;25;36;80;58;10;98;54;-;54;56;-;70;AP;Aprovado;Concluído
2015;4;38C6FBA5;MATEMÁTICA;80;RG;-;80;10;-;12,5;70;81;76;-;76;14;70;42;-;42;59;-;69;AP;Aprovado;Concluído
2015;4;38C6FBA5;METALOGRAFIA;40;RG;-;44;4;-;9,1;70;70;70;-;70;72;68;70;-;70;70;-;70;AP;Aprovado;Concluído
2015;4;38C6FBA5;MÁQUINAS ELÉTRICAS;80;RG;-;86;9;-;10,5;56;81;69;-;69;38;78;58;-;58;64;-;64;AP;Aprovado;Concluído
2015;4;38C6FBA5;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;10;-;12,5;85;70;78;-;78;66;30;48;-;48;63;-;63;AP;Aprovado;Concluído
2015;4;38C6FBA5;MÁQUINAS TÉRMICAS;80;RG;-;80;17;-;21,2;67;75;71;-;71;78;79;79;-;79;75;-;75;AP;Aprovado;Concluído
2015;4;38C6FBA5;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;8;-;9,9;69;63;66;-;66;74;75;75;-;75;71;-;71;AP;Aprovado;Concluído
2015;4;38C6FBA5;SOCIOLOGIA;40;RG;-;40;1;-;2,5;80;70;75;-;75;50;85;68;-;68;72;-;72;AP;Aprovado;Concluído
2013;2;29581807;BIOLOGIA;80;RG;-;80;-;-;0;59;77;68;-;68;84;88;86;-;86;77;-;77;AP;Aprovado;Concluído
2013;2;29581807;CIÊNCIAS DOS MATERIAIS;80;RG;-;80;6;-;7,5;57;66;62;-;62;79;63;71;-;71;67;-;67;AP;Aprovado;Concluído
2013;2;29581807;EDUCAÇÃO FÍSICA;80;RG;-;80;-;-;0;62;40;51;20;51;65;90;78;-;78;65;-;65;AP;Aprovado;Concluído
2013;2;29581807;ELETRICIDADE;80;RG;-;80;-;-;0;81;51;66;-;66;23;64;44;48;46;56;54;55;AP;Aprovado;Concluído
2013;2;29581807;FILOSOFIA;40;RG;-;40;3;-;7,5;80;75;78;-;78;65;78;72;-;72;75;-;75;AP;Aprovado;Concluído
2013;2;29581807;FÍSICA;80;RG;-;80;2;-;2,5;57;60;59;51;59;79;65;72;-;72;66;-;66;AP;Aprovado;Concluído
2013;2;29581807;GEOGRAFIA;80;RG;-;79;13;-;16,5;48;39;44;47;46;60;54;57;70;64;55;55;55;AP;Aprovado;Concluído
2013;2;29581807;HISTÓRIA;80;RG;-;86;-;-;0;40;80;60;-;60;63;63;63;-;63;62;-;62;AP;Aprovado;Concluído
2013;2;29581807;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;-;38;1;-;2,6;40;34;37;53;45;53;76;65;-;65;55;75;63;AP;Aprovado;Concluído
2013;2;29581807;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;117;4;-;3,4;38;40;39;55;47;40;90;65;-;65;56;-;69;AP;Aprovado;Concluído
2013;2;29581807;MATEMÁTICA;120;RG;-;118;5;-;4,2;74;53;64;-;64;62;80;71;-;71;68;-;68;AP;Aprovado;Concluído
2013;2;29581807;ORIENTAÇÃO PARA PRÁTICA PROFISSIONAL E PESQUISA;40;RG;-;40;1;-;2,5;57;38;48;79;64;53;76;65;-;65;65;-;65;AP;Aprovado;Concluído
2013;2;29581807;QUÍMICA;80;RG;-;83;2;-;2,4;85;17;51;50;51;48;94;71;-;71;61;-;61;AP;Aprovado;Concluído
2013;2;29581807;SOCIOLOGIA;40;RG;-;40;2;-;5;60;90;75;-;75;65;60;63;-;63;69;-;69;AP;Aprovado;Concluído
2013;2;29581807;ÉTICA PROFISSIONAL E CIDADANIA;40;RG;-;41;3;-;7,3;65;54;60;-;60;55;80;68;-;68;64;-;64;AP;Aprovado;Concluído
2014;3;29581807;EDUCAÇÃO FÍSICA;80;RG;-;80;4;-;5;63;72;68;-;68;90;80;85;-;85;77;-;77;AP;Aprovado;Concluído
2014;3;29581807;ELEMENTO DE MÁQUINAS;120;RG;-;120;5;-;4,2;75;64;70;-;70;74;57;66;-;66;68;-;68;AP;Aprovado;Concluído
2014;3;29581807;ELETRÔNICA;80;RG;-;80;-;-;0;50;59;55;64;60;81;60;71;-;71;66;-;66;AP;Aprovado;Concluído
2014;3;29581807;FILOSOFIA;40;RG;-;40;1;-;2,5;62;70;66;-;66;39;91;65;-;65;66;-;66;AP;Aprovado;Concluído
2014;3;29581807;FÍSICA;80;RG;-;80;2;-;2,5;65;72;69;-;69;56;75;66;-;66;68;-;68;AP;Aprovado;Concluído
2014;3;29581807;HISTÓRIA;80;RG;-;80;5;-;6,2;75;75;75;-;75;72;66;69;-;69;72;-;72;AP;Aprovado;Concluído
2014;3;29581807;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;-;80;8;-;10;90;85;88;-;88;60;60;60;-;60;74;-;74;AP;Aprovado;Concluído
2014;3;29581807;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;120;6;-;5;70;22;46;32;46;66;78;72;-;72;59;-;60;AP;Aprovado;Concluído
2014;3;29581807;MATEMÁTICA;120;RG;-;121;6;-;5;73;72;73;-;73;78;60;69;-;69;71;-;71;AP;Aprovado;Concluído
2014;3;29581807;MECÂNICA TÉCNICA E RESISTÊNCIA DE MATERIAIS;120;RG;-;120;-;-;0;60;70;65;-;65;54;65;60;-;60;63;-;63;AP;Aprovado;Concluído
2014;3;29581807;PROCESSOS DE FABRICAÇÃO;120;RG;-;120;12;-;10;63;67;65;-;65;56;77;67;-;67;66;-;66;AP;Aprovado;Concluído
2014;3;29581807;SOCIOLOGIA;40;RG;-;41;4;-;9,8;70;50;60;-;60;73;85;79;-;79;70;-;70;AP;Aprovado;Concluído
2015;4;29581807;AUTOMAÇÃO INDUSTRIAL;80;RG;-;80;-;-;0;90;60;75;-;75;69;80;75;-;75;75;-;75;AP;Aprovado;Concluído
2015;4;29581807;ELETROTÉCNICA;80;RG;-;80;-;-;0;68;68;68;-;68;83;90;87;-;87;78;-;78;AP;Aprovado;Concluído
2015;4;29581807;EMPREENDEDORISMO;40;RG;-;40;3;-;7,5;70;75;73;-;73;90;51;71;-;71;72;-;72;AP;Aprovado;Concluído
2015;4;29581807;ENSAIOS DE MATERIAIS;80;RG;-;80;2;-;2,5;80;60;70;-;70;75;80;78;-;78;74;-;74;AP;Aprovado;Concluído
2015;4;29581807;FILOSOFIA;40;RG;-;40;3;-;7,5;75;30;53;-;53;71;73;72;-;72;63;-;74;AP;Aprovado;Concluído
2015;4;29581807;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;94;-;-;0;95;80;88;-;88;75;80;78;-;78;83;-;83;AP;Aprovado;Concluído
2015;4;29581807;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;1;-;2,5;60;80;70;-;70;85;30;58;-;58;64;-;64;AP;Aprovado;Concluído
2015;4;29581807;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;8;-;10;60;86;73;-;73;14;50;32;-;32;53;-;64;AP;Aprovado;Concluído
2015;4;29581807;MATEMÁTICA;80;RG;-;80;-;-;0;72;75;74;-;74;18;75;47;-;47;61;-;71;AP;Aprovado;Concluído
2015;4;29581807;METALOGRAFIA;40;RG;-;44;4;-;9,1;64;64;64;-;64;63;66;65;-;65;65;-;65;AP;Aprovado;Concluído
2015;4;29581807;MÁQUINAS ELÉTRICAS;80;RG;-;86;4;-;4,7;23;70;47;75;61;71;73;72;-;72;67;-;67;AP;Aprovado;Concluído
2015;4;29581807;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;4;-;5;58;70;64;-;64;68;55;62;-;62;63;-;63;AP;Aprovado;Concluído
2015;4;29581807;MÁQUINAS TÉRMICAS;80;RG;-;80;12;-;15;73;66;70;-;70;70;67;69;-;69;70;-;70;AP;Aprovado;Concluído
2015;4;29581807;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;6;-;7,4;62;76;69;-;69;73;74;74;-;74;72;-;72;AP;Aprovado;Concluído
2015;4;29581807;SOCIOLOGIA;40;RG;-;40;-;-;0;70;60;65;-;65;50;85;68;-;68;67;-;67;AP;Aprovado;Concluído
2013;2;98220638;BIOLOGIA;80;RG;-;80;-;-;0;37;68;53;85;69;91;85;88;-;88;79;-;79;AP;Aprovado;Concluído
2013;2;98220638;CIÊNCIAS DOS MATERIAIS;80;RG;-;80;6;-;7,5;60;74;67;-;67;71;75;73;-;73;70;-;70;AP;Aprovado;Concluído
2013;2;98220638;EDUCAÇÃO FÍSICA;80;RG;-;80;2;-;2,5;64;55;60;-;60;65;55;60;-;60;60;-;60;AP;Aprovado;Concluído
2013;2;98220638;ELETRICIDADE;80;RG;-;80;2;-;2,5;70;66;68;-;68;11;52;32;30;32;50;75;60;AP;Aprovado;Concluído
2013;2;98220638;FILOSOFIA;40;RG;-;40;2;-;5;80;58;69;-;69;80;80;80;-;80;75;-;75;AP;Aprovado;Concluído
2013;2;98220638;FÍSICA;80;RG;-;80;-;-;0;52;60;56;64;60;84;65;75;-;75;68;-;68;AP;Aprovado;Concluído
2013;2;98220638;GEOGRAFIA;80;RG;-;79;6;-;7,6;40;29;35;-;35;60;48;54;95;75;55;75;63;AP;Aprovado;Concluído
2013;2;98220638;HISTÓRIA;80;RG;-;86;-;-;0;50;80;65;-;65;63;63;63;-;63;64;-;64;AP;Aprovado;Concluído
2013;2;98220638;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;-;38;3;-;7,9;18;28;23;50;37;55;78;67;-;67;52;82;64;AP;Aprovado;Concluído
2013;2;98220638;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;117;5;-;4,3;57;37;47;32;47;35;75;55;-;55;51;-;64;AP;Aprovado;Concluído
2013;2;98220638;MATEMÁTICA;120;RG;-;118;-;-;0;30;66;48;24;48;60;75;68;-;68;58;58;58;AP;Aprovado;Concluído
2013;2;98220638;ORIENTAÇÃO PARA PRÁTICA PROFISSIONAL E PESQUISA;40;RG;-;40;-;-;0;29;87;58;86;72;63;58;61;-;61;67;-;67;AP;Aprovado;Concluído
2013;2;98220638;QUÍMICA;80;RG;-;83;-;-;0;82;55;69;10;0;34;88;61;-;61;65;-;65;AP;Aprovado;Concluído
2013;2;98220638;SOCIOLOGIA;40;RG;-;40;-;-;0;45;95;70;-;70;60;70;65;-;65;68;-;68;AP;Aprovado;Concluído
2013;2;98220638;ÉTICA PROFISSIONAL E CIDADANIA;40;RG;-;41;1;-;2,4;70;86;78;-;78;75;80;78;-;78;78;-;78;AP;Aprovado;Concluído
2014;3;98220638;EDUCAÇÃO FÍSICA;80;RG;-;80;-;-;0;60;65;63;-;63;95;70;83;-;83;73;-;73;AP;Aprovado;Concluído
2014;3;98220638;ELEMENTO DE MÁQUINAS;120;RG;-;120;5;-;4,2;93;73;83;-;83;84;79;82;-;82;83;-;83;AP;Aprovado;Concluído
2014;3;98220638;ELETRÔNICA;80;RG;-;80;-;-;0;37;47;42;55;49;81;80;81;-;81;65;-;65;AP;Aprovado;Concluído
2014;3;98220638;FILOSOFIA;40;RG;-;40;3;-;7,5;70;68;69;-;69;48;90;69;-;69;69;-;69;AP;Aprovado;Concluído
2014;3;98220638;FÍSICA;80;RG;-;80;-;-;0;75;82;79;-;79;72;67;70;-;70;75;-;75;AP;Aprovado;Concluído
2014;3;98220638;HISTÓRIA;80;RG;-;80;7;-;8,8;65;74;70;-;70;77;78;78;-;78;74;-;74;AP;Aprovado;Concluído
2014;3;98220638;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;-;80;-;-;0;90;95;93;-;93;70;70;70;-;70;82;-;82;AP;Aprovado;Concluído
2014;3;98220638;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;120;-;-;0;53;49;51;68;60;68;67;68;-;68;64;-;64;AP;Aprovado;Concluído
2014;3;98220638;MATEMÁTICA;120;RG;-;121;4;-;3,3;76;67;72;-;72;62;92;77;-;77;75;-;75;AP;Aprovado;Concluído
2014;3;98220638;MECÂNICA TÉCNICA E RESISTÊNCIA DE MATERIAIS;120;RG;-;120;-;-;0;68;70;69;-;69;48;72;60;-;60;65;-;66;AP;Aprovado;Concluído
2014;3;98220638;PROCESSOS DE FABRICAÇÃO;120;RG;-;120;-;-;0;79;81;80;-;80;79;84;82;-;82;81;-;81;AP;Aprovado;Concluído
2014;3;98220638;SOCIOLOGIA;40;RG;-;41;3;-;7,3;80;60;70;-;70;94;85;90;-;90;80;-;80;AP;Aprovado;Concluído
2015;4;98220638;AUTOMAÇÃO INDUSTRIAL;80;RG;-;80;-;-;0;85;60;73;-;73;63;80;72;-;72;73;-;73;AP;Aprovado;Concluído
2015;4;98220638;ELETROTÉCNICA;80;RG;-;80;-;-;0;60;60;60;-;60;93;90;92;-;92;76;-;76;AP;Aprovado;Concluído
2015;4;98220638;EMPREENDEDORISMO;40;RG;-;40;-;-;0;90;70;80;-;80;70;60;65;-;65;73;-;73;AP;Aprovado;Concluído
2015;4;98220638;ENSAIOS DE MATERIAIS;80;RG;-;80;-;-;0;80;67;74;-;74;85;83;84;-;84;79;-;79;AP;Aprovado;Concluído
2015;4;98220638;FILOSOFIA;40;RG;-;40;-;-;0;69;43;56;-;56;82;100;91;-;91;74;-;85;AP;Aprovado;Concluído
2015;4;98220638;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;94;-;-;0;95;80;88;-;88;75;80;78;-;78;83;-;83;AP;Aprovado;Concluído
2015;4;98220638;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;1;-;2,5;75;80;78;-;78;90;60;75;-;75;77;-;77;AP;Aprovado;Concluído
2015;4;98220638;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;6;-;7,5;67;81;74;-;74;8;68;38;-;38;56;-;69;AP;Aprovado;Concluído
2015;4;98220638;MATEMÁTICA;80;RG;-;80;7;-;8,8;65;66;66;-;66;26;85;56;-;56;61;-;71;AP;Aprovado;Concluído
2015;4;98220638;METALOGRAFIA;40;RG;-;44;-;-;0;81;81;81;-;81;79;83;81;-;81;81;-;81;AP;Aprovado;Concluído
2015;4;98220638;MÁQUINAS ELÉTRICAS;80;RG;-;86;5;-;5,8;18;84;51;75;63;65;78;72;-;72;68;-;68;AP;Aprovado;Concluído
2015;4;98220638;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;4;-;5;60;65;63;-;63;68;70;69;-;69;66;-;66;AP;Aprovado;Concluído
2015;4;98220638;MÁQUINAS TÉRMICAS;80;RG;-;80;-;-;0;72;74;73;-;73;85;90;88;-;88;81;-;81;AP;Aprovado;Concluído
2015;4;98220638;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;-;-;0;61;81;71;-;71;83;84;84;-;84;78;-;78;AP;Aprovado;Concluído
2015;4;98220638;SOCIOLOGIA;40;RG;-;40;-;-;0;65;75;70;-;70;80;90;85;-;85;78;-;78;AP;Aprovado;Concluído
2013;2;B185A426;BIOLOGIA;80;RG;-;80;4;-;5;59;80;70;-;70;99;77;88;-;88;79;-;79;AP;Aprovado;Concluído
2013;2;B185A426;CIÊNCIAS DOS MATERIAIS;80;RG;-;80;5;-;6,2;60;92;76;-;76;69;51;60;-;60;68;-;68;AP;Aprovado;Concluído
2013;2;B185A426;EDUCAÇÃO FÍSICA;80;RG;-;80;-;-;0;54;60;57;30;57;70;80;75;-;75;66;-;66;AP;Aprovado;Concluído
2013;2;B185A426;ELETRICIDADE;80;RG;-;80;2;-;2,5;79;47;63;-;63;49;75;62;-;62;63;-;63;AP;Aprovado;Concluído
2013;2;B185A426;FILOSOFIA;40;RG;-;40;1;-;2,5;76;62;69;-;69;55;73;64;-;64;67;-;67;AP;Aprovado;Concluído
2013;2;B185A426;FÍSICA;80;RG;-;80;2;-;2,5;97;74;86;-;86;74;63;69;-;69;78;-;78;AP;Aprovado;Concluído
2013;2;B185A426;GEOGRAFIA;80;RG;-;79;13;-;16,5;57;42;50;52;51;60;53;57;100;79;65;-;65;AP;Aprovado;Concluído
2013;2;B185A426;HISTÓRIA;80;RG;-;86;-;-;0;60;80;70;-;70;58;61;60;-;60;65;-;65;AP;Aprovado;Concluído
2013;2;B185A426;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;-;38;3;-;7,9;53;64;59;70;65;54;74;64;-;64;65;-;65;AP;Aprovado;Concluído
2013;2;B185A426;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;117;4;-;3,4;54;16;35;61;48;40;75;58;-;58;53;-;63;AP;Aprovado;Concluído
2013;2;B185A426;MATEMÁTICA;120;RG;-;118;6;-;5,1;74;99;87;-;87;73;87;80;-;80;84;-;84;AP;Aprovado;Concluído
2013;2;B185A426;ORIENTAÇÃO PARA PRÁTICA PROFISSIONAL E PESQUISA;40;RG;-;40;1;-;2,5;35;50;43;77;60;62;-;31;90;61;61;-;61;AP;Aprovado;Concluído
2013;2;B185A426;QUÍMICA;80;RG;-;83;3;-;3,6;79;64;72;-;72;67;79;73;-;73;73;-;73;AP;Aprovado;Concluído
2013;2;B185A426;SOCIOLOGIA;40;RG;-;40;2;-;5;50;75;63;-;63;60;40;50;75;63;63;-;63;AP;Aprovado;Concluído
2013;2;B185A426;ÉTICA PROFISSIONAL E CIDADANIA;40;RG;-;41;3;-;7,3;75;76;76;-;76;65;80;73;-;73;75;-;75;AP;Aprovado;Concluído
2014;3;B185A426;EDUCAÇÃO FÍSICA;80;RG;-;80;4;-;5;51;80;66;-;66;100;80;90;-;90;78;-;78;AP;Aprovado;Concluído
2014;3;B185A426;ELEMENTO DE MÁQUINAS;120;RG;-;120;12;-;10;90;79;85;-;85;84;85;85;-;85;85;-;85;AP;Aprovado;Concluído
2014;3;B185A426;ELETRÔNICA;80;RG;-;80;-;-;0;65;63;64;-;64;80;70;75;-;75;70;-;70;AP;Aprovado;Concluído
2014;3;B185A426;FILOSOFIA;40;RG;-;40;6;-;15;61;63;62;-;62;48;88;68;-;68;65;-;65;AP;Aprovado;Concluído
2014;3;B185A426;FÍSICA;80;RG;-;80;-;-;0;80;92;86;-;86;78;75;77;-;77;82;-;82;AP;Aprovado;Concluído
2014;3;B185A426;HISTÓRIA;80;RG;-;80;6;-;7,5;72;60;66;-;66;75;66;71;-;71;69;-;69;AP;Aprovado;Concluído
2014;3;B185A426;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;-;80;5;-;6,2;70;70;70;-;70;55;60;58;-;58;64;-;64;AP;Aprovado;Concluído
2014;3;B185A426;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;120;4;-;3,3;62;30;46;61;54;28;54;41;75;58;56;58;57;AP;Aprovado;Concluído
2014;3;B185A426;MATEMÁTICA;120;RG;-;121;2;-;1,7;75;62;69;-;69;94;87;91;-;91;80;-;80;AP;Aprovado;Concluído
2014;3;B185A426;MECÂNICA TÉCNICA E RESISTÊNCIA DE MATERIAIS;120;RG;-;120;-;-;0;61;75;68;-;68;58;62;60;-;60;64;-;65;AP;Aprovado;Concluído
2014;3;B185A426;PROCESSOS DE FABRICAÇÃO;120;RG;-;120;9;-;7,5;87;88;88;-;88;62;68;65;-;65;77;-;77;AP;Aprovado;Concluído
2014;3;B185A426;SOCIOLOGIA;40;RG;-;41;5;-;12,2;60;70;65;-;65;60;85;73;-;73;69;-;69;AP;Aprovado;Concluído
2015;4;B185A426;AUTOMAÇÃO INDUSTRIAL;80;RG;-;80;2;-;2,5;85;80;83;-;83;100;80;90;-;90;87;-;87;AP;Aprovado;Concluído
2015;4;B185A426;ELETROTÉCNICA;80;RG;-;80;-;-;0;100;86;93;-;93;100;90;95;-;95;94;-;94;AP;Aprovado;Concluído
2015;4;B185A426;EMPREENDEDORISMO;40;RG;-;40;1;-;2,5;65;25;45;71;58;70;59;65;-;65;62;-;62;AP;Aprovado;Concluído
2015;4;B185A426;ENSAIOS DE MATERIAIS;80;RG;-;80;2;-;2,5;80;90;85;-;85;88;80;84;-;84;85;-;85;AP;Aprovado;Concluído
2015;4;B185A426;FILOSOFIA;40;RG;-;40;1;-;2,5;55;35;45;-;45;74;82;78;-;78;62;-;69;AP;Aprovado;Concluído
2015;4;B185A426;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;94;-;-;0;95;80;88;-;88;75;80;78;-;78;83;-;83;AP;Aprovado;Concluído
2015;4;B185A426;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;1;-;2,5;75;93;84;-;84;75;30;53;-;53;69;-;69;AP;Aprovado;Concluído
2015;4;B185A426;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;4;-;5;50;73;62;-;62;8;96;52;-;52;57;-;73;AP;Aprovado;Concluído
2015;4;B185A426;MATEMÁTICA;80;RG;-;80;4;-;5;83;88;86;-;86;44;10;27;-;27;57;-;67;AP;Aprovado;Concluído
2015;4;B185A426;METALOGRAFIA;40;RG;-;44;-;-;0;77;77;77;-;77;79;75;77;-;77;77;-;77;AP;Aprovado;Concluído
2015;4;B185A426;MÁQUINAS ELÉTRICAS;80;RG;-;86;3;-;3,5;41;71;56;65;61;64;78;71;-;71;66;-;66;AP;Aprovado;Concluído
2015;4;B185A426;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;2;-;2,5;85;75;80;-;80;73;30;52;-;52;66;-;66;AP;Aprovado;Concluído
2015;4;B185A426;MÁQUINAS TÉRMICAS;80;RG;-;80;7;-;8,8;95;58;77;-;77;64;83;74;-;74;76;-;76;AP;Aprovado;Concluído
2015;4;B185A426;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;8;-;9,9;62;85;74;-;74;78;79;79;-;79;77;-;77;AP;Aprovado;Concluído
2015;4;B185A426;SOCIOLOGIA;40;RG;-;40;1;-;2,5;65;65;65;-;65;50;85;68;-;68;67;-;67;AP;Aprovado;Concluído
2013;2;39C8D1F9;BIOLOGIA;80;RG;-;80;4;-;5;78;94;86;-;86;86;86;86;-;86;86;-;86;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;CIÊNCIAS DOS MATERIAIS;80;RG;-;80;9;-;11,2;78;80;79;-;79;70;70;70;-;70;75;-;75;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;EDUCAÇÃO FÍSICA;80;RG;-;80;2;-;2,5;80;50;65;-;65;70;62;66;-;66;66;-;66;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;ELETRICIDADE;80;RG;-;80;8;-;10;81;71;76;-;76;44;57;51;-;51;64;-;64;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;FILOSOFIA;40;RG;-;40;5;-;12,5;78;74;76;-;76;90;87;89;-;89;83;-;83;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;FÍSICA;80;RG;-;80;2;-;2,5;61;65;63;-;63;70;85;78;-;78;71;-;71;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;GEOGRAFIA;80;RG;-;79;4;-;5,1;54;67;61;-;61;82;78;80;-;80;71;-;71;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;HISTÓRIA;80;RG;-;86;7;-;8,1;70;80;75;-;75;90;85;88;-;88;82;-;82;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;-;38;2;-;5,3;69;74;72;-;72;69;97;83;-;83;78;-;78;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;117;7;-;6;88;82;85;-;85;50;90;70;-;70;78;-;90;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;MATEMÁTICA;120;RG;-;118;6;-;5,1;41;91;66;-;66;65;73;69;-;69;68;-;68;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;ORIENTAÇÃO PARA PRÁTICA PROFISSIONAL E PESQUISA;40;RG;-;40;3;-;7,5;72;85;79;-;79;72;94;83;-;83;81;-;81;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;QUÍMICA;80;RG;-;83;3;-;3,6;79;55;67;60;0;43;100;72;-;72;70;-;70;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;SOCIOLOGIA;40;RG;-;40;-;-;0;85;85;85;-;85;75;65;70;-;70;78;-;78;AP;Aprovado;Transferido Externo
2013;2;39C8D1F9;ÉTICA PROFISSIONAL E CIDADANIA;40;RG;-;41;1;-;2,4;95;70;83;-;83;75;80;78;-;78;81;-;81;AP;Aprovado;Transferido Externo
2013;2;B721453C;BIOLOGIA;80;RG;-;80;9;-;11,2;73;90;82;-;82;98;93;96;-;96;89;-;89;AP;Aprovado;Concluído
2013;2;B721453C;CIÊNCIAS DOS MATERIAIS;80;RG;-;80;4;-;5;79;84;82;-;82;80;78;79;-;79;81;-;81;AP;Aprovado;Concluído
2013;2;B721453C;EDUCAÇÃO FÍSICA;80;RG;-;80;2;-;2,5;72;52;62;-;62;75;64;70;-;70;66;-;67;AP;Aprovado;Concluído
2013;2;B721453C;ELETRICIDADE;80;RG;-;80;14;-;17,5;87;62;75;-;75;74;69;72;-;72;74;-;74;AP;Aprovado;Concluído
2013;2;B721453C;FILOSOFIA;40;RG;-;40;3;-;7,5;96;74;85;-;85;65;91;78;-;78;82;-;82;AP;Aprovado;Concluído
2013;2;B721453C;FÍSICA;80;RG;-;80;-;-;0;75;65;70;-;70;67;85;76;-;76;73;-;73;AP;Aprovado;Concluído
2013;2;B721453C;GEOGRAFIA;80;RG;-;79;15;-;19;67;62;65;-;65;82;81;82;-;82;74;-;74;AP;Aprovado;Concluído
2013;2;B721453C;HISTÓRIA;80;RG;-;86;7;-;8,1;60;70;65;-;65;79;79;79;-;79;72;-;72;AP;Aprovado;Concluído
2013;2;B721453C;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;-;38;3;-;7,9;79;92;86;-;86;91;102;97;-;97;92;-;92;AP;Aprovado;Concluído
2013;2;B721453C;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;117;5;-;4,3;97;85;91;-;91;50;95;73;-;73;82;-;95;AP;Aprovado;Concluído
2013;2;B721453C;MATEMÁTICA;120;RG;-;118;6;-;5,1;73;98;86;-;86;77;73;75;-;75;81;-;81;AP;Aprovado;Concluído
